# Portuguese CEFR Vocabulary Database (A1=1, A2=2, B1=3, B2=4, C1=5, C2=6)
# Word	Level
forte	1
partir	1
prisão	1
próxima	1
especial	1
esteja	1
livro	1
oportunidade	1
viste	1
rei	1
chegou	1
esses	1
continuar	1
resto	1
ar	1
estive	1
hospital	1
sítio	1
fazê-lo	1
raios	1
ligar	1
porra	1
minuto	1
irá	1
sentido	1
atenção	1
vim	1
quis	1
sam	1
queremos	1
direito	1
café	1
venha	1
visto	1
criança	1
luz	1
filme	1
música	1
portanto	1
haver	1
esteve	1
aqueles	1
pôr	1
querer	1
sexo	1
fogo	1
connosco	1
beber	1
toma	1
mr	1
houve	1
tratar	1
pequena	1
ganhar	1
ponto	1
milhões	1
manter	1
precisar	1
rua	1
olhe	1
pé	1
fazemos	1
encontrei	1
miúda	1
existe	1
arranjar	1
dez	1
último	1
assassino	1
miúdo	1
tinhas	1
estávamos	1
cedo	1
vês	1
boca	1
boas	1
acontece	1
jovem	1
preocupes	1
comprar	1
situação	1
esposa	1
sistema	1
devem	1
jogar	1
natal	1
capaz	1
certa	1
michael	1
amiga	1
seguro	1
questão	1
relação	1
perguntas	1
encontro	1
sob	1
cão	1
quiseres	1
negócio	1
quiser	1
nisto	1
sinal	1
linda	1
facto	1
mensagem	1
próximo	1
apanhar	1
adoro	1
crime	1
banho	1
própria	1
deves	1
grandes	1
chamada	1
finalmente	1
novamente	1
futuro	1
começou	1
perguntar	1
notícias	1
acabei	1
fique	1
ambos	1
lhes	1
chamar	1
entendo	1
cabelo	1
entra	1
grupo	1
doutor	1
salvar	1
livre	1
viagem	1
vontade	1
sozinha	1
conversa	1
tipos	1
fugir	1
palavras	1
consegui	1
tinham	1
devíamos	1
lista	1
gostas	1
lutar	1
escritório	1
peço	1
final	1
procurar	1
deixou	1
alto	1
interessa	1
bonito	1
chão	1
campo	1
perfeito	1
tio	1
estiver	1
pelas	1
dito	1
respeito	1
completamente	1
deveria	1
vista	1
charlie	1
breve	1
melhores	1
á	1
bonita	1
normal	1
devemos	1
fiquei	1
mortos	1
faria	1
tom	1
mesa	1
preso	1
simples	1
iria	1
fixe	1
emprego	1
achei	1
faças	1
chama	1
linha	1
dizes	1
real	1
nave	1
lembras-te	1
assunto	1
vale	1
cala-te	1
ataque	1
pensava	1
frank	1
ai	1
graças	1
escolha	1
ordem	1
viva	1
fundo	1
terá	1
doente	1
acidente	1
má	1
the	1
modo	1
provas	1
resposta	1
bocado	1
papá	1
avião	1
deixe-me	1
vindo	1
após	1
erro	1
acredita	1
miúdos	1
verdadeiro	1
jesus	1
idade	1
fizeram	1
fantástico	1
pare	1
morta	1
leva	1
percebo	1
saiu	1
pensas	1
advogado	1
conhece	1
espaço	1
estivesse	1
fazia	1
serviço	1
missão	1
ler	1
louco	1
bons	1
conhecer	1
nele	1
lindo	1
informação	1
abrir	1
mente	1
mike	1
perceber	1
amo-te	1
programa	1
veja	1
sol	1
fomos	1
simplesmente	1
caixa	1
sete	1
senhores	1
hotel	1
nessa	1
gostar	1
incrível	1
puta	1
amo	1
vai-te	1
david	1
dor	1
joe	1
dessa	1
presente	1
carta	1
governo	1
barco	1
loja	1
energia	1
pra	1
vítima	1
roupa	1
voz	1
trouxe	1
luta	1
câmara	1
disse-me	1
fome	1
professor	1
estúpido	1
mamã	1
mostrar	1
hipótese	1
telemóvel	1
reunião	1
prova	1
s	1
percebi	1
casar	1
general	1
peter	1
volto	1
trazer	1
olho	1
chamado	1
conseguiu	1
exército	1
através	1
lei	1
digas	1
banco	1
naquela	1
deixe	1
nesse	1
disseram	1
conseguimos	1
segunda	1
tempos	1
podias	1
tocar	1
mês	1
tiro	1
fbi	1
soube	1
tenhas	1
quantos	1
creio	1
george	1
papel	1
sonho	1
ver-te	1
desse	1
tínhamos	1
bar	1
povo	1
tentei	1
eras	1
fizemos	1
cena	1
tenente	1
centro	1
tivemos	1
conversar	1
teres	1
nao	1
vê-lo	1
proteger	1
diabo	1
parabéns	1
bebida	1
aposto	1
base	1
tradução	1
sinto-me	1
esperem	1
excelente	1
comandante	1
voltou	1
namorada	1
precisam	1
sabias	1
empresa	1
resolver	1
metade	1
impossível	1
lembro	1
desapareceu	1
interessante	1
acerca	1
segundos	1
cair	1
engraçado	1
bela	1
mentir	1
costas	1
chave	1
divertido	1
ouviste	1
juro	1
escrever	1
piada	1
oito	1
levou	1
passada	1
guarda	1
controlo	1
daí	1
apartamento	1
